SubjectNumber,Gender,Age,Site,BirthState,Occupation,Education,NumberOfChildren,Fitness,CarMake,CarYear,CarModel,Race,ReportedHeight,ReportedWeight,MaritalStatus,FamilyIncome,ShoeSize,JacketSize,PantsSizeWaist,PantsSizeInseam,BlouseSize,PantsSizeWoman,BraSize,AcromialHeight_Sitting,AnkleCircumference,Spine_to_Shoulder,Spine_to_Elbow,ArmLength_SpineToWrist,ArmLength_ShoulderToWrist,ArmLength_ShoulderToElbow,ArmscyeCircumference_ScyeCircOverAcromion,BizygomaticBreadth,ChestCircumference,Bust_ChestCircumferenceUnderBust,Buttock_KneeLength,ChestGirthAtScye_ChestCircumferenceAtScye,CrotchHeight,ElbowHeight_Sitting,EyeHeight_Sitting,FaceLength,FootLength,HandCircumference,HandLength,HeadBreadth,HeadCircumference,HeadLength,HipBreadth_Sitting,HipCircumference_Maximum,HipCircMaxHeight,KneeHeight,NeckBaseCircumference,ShoulderBreadth,SittingHeight,Stature,SubscapularSkinfold,ThighCircumference,ThighCircumferenceMaxSitting,ThumbTipReach,TTR1,TTR2,TTR3,TricepsSkinfold,TotalCrotchLength_CrotchLength,VerticalTrunkCircumference,WaistCircumference_Pref,WaistFrontLength,WaistHeight_Preferred,Weight,Var1,Var2,Var3,CupSize
1199,Male,35,Dayton OH,South,White Collar,21,1,0.5,Economy,1986,Sedan,Black,1841.5,72.56235828,Married,150000,10.5,42,31,34,NaN,NaN,NaN,586,283,213,587,925,712,374,433,139,912,NaN,650,935,890,180,774,125,275,203,207,153,561,200,359,972,967,586,428,471,892,1833,8.5,548,546,876.3,875,882,872,7,615,1632,781,428,1124,70.97505669,-1.168276429,-2.188302755,0,NaN
1200,Female,26,Dayton OH,Midwest,White Collar,16,0,5,Economy,1997,Sedan,White,1663.7,63.49206349,Married,70000,7.5,NaN,NaN,NaN,8,10,34,588,232,192,498,792,600,306,371,136,908,747,575,870,755,253,766,109,242,187,179,146,550,191,376,980,812,509,414,422,893,1664,19,602,604,730.3,727,738,726,18,648,1583,740,368,892,62.81179138,0.084624439,0.170867622,-1.657823086,3
1201,Female,40,Dayton OH,South,White Collar,18,0,5,Economy,1996,Non-sedan,White,1727.2,62.13151927,Single,70000,8,NaN,NaN,NaN,8,8,36,589,243,190,501,782,592,311,357,133,874,764,611,847,777,254,780,100,235,183,182,147,550,188,416,1049,842,524,415,418,896,1710,12,609,600,753,755,752,752,15.5,745,1599,710,343,1085,63.26530612,1.247885227,-0.503659785,-0.421768516,2
1202,Female,50,Dayton OH,Foreign,White Collar,12,3,2.5,Economy,1992,Sedan,Hispanic,1549.4,81.17913832,Divorced/Widowed,37500,8,NaN,NaN,NaN,16,14,40,548,241,211,505,766,555,294,455,141,1128,990,576,1054,680,226,717,107,232,195,171,154,567,192,412,1190,828,477,418,432,817,1535,43.5,667,652,703,706,698,705,44,725,1661,971,419,914,82.0861678,-1.568761826,1.467045903,-1.855752826,3
1203,Male,47,Dayton OH,Midwest,White Collar,16,1,5,Economy,1996,Non-sedan,White,1727.2,74.37641723,Married,37500,10.5,42,34,30,NaN,NaN,NaN,576,267,216,528,823,607,312,435,149,1020,NaN,576,1065,724,240,786,124,264,226,200,161,573,197,360,974,844,526,473,490,915,1692,13.5,572,580,757,759,759,753,9,612,1594,856,457,974,75.51020408,-0.794472337,0.388729036,0,NaN
1204,Male,60,Dayton OH,West,White Collar,18,3,0.5,Luxury,1988,Sedan,White,1955.8,105.6689342,Married,150000,14,48,42,36,NaN,NaN,NaN,690,290,216,609,952,736,393,525,147,1143,NaN,690,1133,904,262,874,134,304,235,236,157,596,206,422,1134,996,625,519,532,1001,1953,31,613,631,947.3,950,955,937,15,709,1865,1038,502,1175,108.3900227,2.432562828,-0.502435327,0,NaN
1205,Male,32,Dayton OH,Northeast,White Collar,18,0,10,Economy,1994,Non-sedan,White,1778,88.43537415,Single,37500,10,44,34,32,NaN,NaN,NaN,649,263,205,537,835,630,332,485,137,1048,NaN,608,1082,784,292,836,124,260,205,197,148,549,197,398,1093,866,552,493,514,952,1772,20,633,632,777.3,769,772,791,12.5,648,1757,880,473,1017,88.66213152,0.2414224,0.22367318,0,NaN
1206,Male,48,Dayton OH,Northeast,White Collar,24,1,8,Economy,1991,Sedan,White,1752.6,74.82993197,Married,52500,10.5,40,34,30,NaN,NaN,NaN,584,280,187,532,828,641,345,453,137,984,NaN,638,989,802,213,765,118,264,211,193,145,570,198,364,1005,863,548,418,449,879,1741,17,592,587,819,819,819,819,11,598,1685,873,406,1000,73.46938776,-0.228414953,-0.124383263,0,NaN
1207,Female,46,Dayton OH,Midwest,White Collar,18,3,0.5,Economy,1998,Sedan,Black,1676.4,72.56235828,Married,70000,10,NaN,NaN,NaN,12,14,36,534,257,185,516,821,636,331,381,142,979,816,655,896,800,173,694,119,257,195,197,141,570,203,436,1147,871,563,432,442,825,1684,35,663,662,771.6,769,774,772,28,701,1583,872,340,1075,76.19047619,0.578947544,-0.926416874,0.365365803,3
1208,Female,62,Dayton OH,South,,16,3,2.5,Economy,1986,Sedan,White,1574.8,102.0408163,Divorced/Widowed,52500,6,NaN,NaN,NaN,22,20,46,526,265,200,515,787,587,315,490,150,1234,1099,636,1152,694,214,688,106,225,189,175,154,556,185,452,1370,864,515,450,495,796,1552,40,689,663,768.6,767,775,764,43,840,1722,1161,394,983,101.3605442,-0.924883604,1.711259604,-0.381856292,5
1209,Female,63,Dayton OH,Northeast,White Collar,21,3,5,Economy,1999,Sedan,White,1574.8,76.19047619,Married,70000,9,NaN,NaN,NaN,18,14,42,557,240,194,469,727,533,275,429,129,1097,924,555,1001,662,244,725,105,249,195,185,145,540,190,413,1097,840,490,440,430,834,1555,25,612,622,702.6,704,707,697,31.5,665,1648,985,421,908,76.8707483,-0.657666385,1.051117778,1.486314654,2
1210,Female,47,Dayton OH,Midwest,White Collar,12,2,2.5,Economy,1981,Sedan,White,1600.2,65.75963719,Married,37500,7,NaN,NaN,NaN,12,12,36,542,232,198,491,760,562,293,404,143,1027,852,556,986,725,219,739,105,225,189,177,159,565,181,390,1060,875,495,415,432,851,1605,31.5,575,589,733.3,735,733,732,25.5,685,1605,928,409,975,70.06802721,-0.171455517,-0.156613767,-0.136017039,3
1211,Male,64,Dayton OH,Midwest,White Collar,16,3,8,Economy,1992,Sedan,White,1752.6,79.36507937,Married,70000,9.5,40,34,32,NaN,NaN,NaN,596,265,197,535,842,645,338,454,143,1032,NaN,608,1002,798,225,750,122,265,213,203,156,568,198,371,1027,853,570,418,480,877,1747,18,605,607,798,802,803,789,9,661,1668,887,392,1053,80.49886621,-0.118192613,0.035652831,0,NaN
1212,Female,39,Dayton OH,Midwest,,21,0,2.5,Luxury,1995,Sedan,White,1727.2,72.56235828,Married,70000,9.5,NaN,NaN,NaN,12,14,36,558,244,196,534,821,625,338,387,136,920,798,618,889,NaN,201,763,113,247,185,186,153,561,188,403,1075,853,547,423,445,877,1724,26,633,646,780,780,775,785,26.5,735,1565,790,355,1097,72.33560091,1.559678435,-0.459473521,-0.503469944,2
1213,Female,40,Dayton OH,West,White Collar,NaN,2,5,Economy,1994,Non-sedan,White,1701.8,68.02721088,Married,52500,8.5,NaN,NaN,NaN,12,12,36,593,246,170,509,782,612,339,403,132,969,811,607,908,783,243,768,116,231,193,185,151,553,185,421,1071,838,523,395,411,868,1676,24.5,605,607,757.3,755,757,760,26,723,1606,821,372,1040,68.93424036,0.262274265,0.345264405,-1.647949457,4
1214,Female,63,Dayton OH,South,,16,4,5,Economy,1998,Sedan,White,1625.6,63.49206349,Married,150000,7,NaN,NaN,NaN,10,12,36,536,224,189,503,780,591,314,424,139,945,805,584,890,737,185,726,101,226,183,172,149,562,196,386,1031,797,495,393,420,845,1609,21.5,582,559,744.3,750,735,748,29.5,705,1507,752,345,1006,63.03854875,-0.548467159,0.110713303,-0.394832134,3
1215,Female,45,Dayton OH,South,White Collar,18,1,10,Economy,1997,Non-sedan,White,1625.6,62.58503401,Married,70000,7,NaN,NaN,NaN,8,10,38,539,234,192,512,787,595,320,359,127,886,732,574,842,745,204,763,125,230,172,179,148,563,195,382,990,800,494,430,415,853,1633,11.5,592,569,735.6,731,737,739,24.5,653,1509,766,331,992,60.31746032,-0.342534184,-0.797789633,0.859517455,2
1216,Male,59,Dayton OH,Foreign,White Collar,18,4,8,Economy,1991,Sedan,White,1752.6,74.37641723,Married,90000,9,40,34,30,NaN,NaN,NaN,588,267,212,538,842,630,326,429,142,978,NaN,576,1001,762,225,784,115,268,213,207,158,564,189,370,997,892,554,445,476,901,1726,9,557,559,824.3,820,826,827,5,743,1662,846,366,1035,76.8707483,-0.564562857,-0.460075498,0,NaN
1217,Female,44,Dayton OH,Midwest,White Collar,12,2,8,Economy,1993,Non-sedan,White,1701.8,72.56235828,Married,90000,7,NaN,NaN,NaN,14,12,38,559,231,211,547,830,619,336,452,134,1010,863,574,978,766,207,762,112,232,187,186,141,545,184,401,1019,838,527,470,453,872,1677,24.5,580,596,740.6,737,745,740,29,589,1582,913,442,973,72.33560091,0.407280207,-0.071441039,0.090811111,2
1218,Male,27,Dayton OH,West,White Collar,21,1,10,Economy,1998,Non-sedan,White,1727.2,80.27210884,Married,52500,9,42,34,30,NaN,NaN,NaN,563,252,207,538,832,625,331,442,148,1027,NaN,616,1059,772,212,752,119,258,200,189,158,582,202,362,1018,828,539,454,502,876,1711,17.5,604,613,791.6,794,792,789,8,630,1676,909,433,1007,80.49886621,-0.329303205,0.413214892,0,NaN
1219,Male,25,Dayton OH,Midwest,,14,0,8,Economy,1990,Sedan,,1676.4,63.03854875,Married,12500,9.5,NaN,31,31,NaN,NaN,NaN,574,253,211,540,827,616,329,396,142,880,NaN,576,915,765,225,780,119,256,210,197,150,560,198,340,941,854,529,440,456,893,1686,10,542,541,782,783,782,781,7,582,1563,713,407,995,62.13151927,-1.460864544,-0.985244274,0,NaN
1220,Female,27,Dayton OH,Midwest,Service,12,0,5,Economy,1992,Sedan,Black,1701.8,61.2244898,Single,NaN,9,NaN,NaN,NaN,9,12,34,528,254,202,529,835,633,327,367,134,893,749,644,881,829,175,709,112,256,166,202,145,572,196,405,1122,846,555,400,431,834,1683,11.5,679,642,786.6,780,792,788,16,665,1538,709,368,1063,70.29478458,0.992180228,-0.527548671,-0.236707345,2
1221,Female,49,Dayton OH,Midwest,White Collar,16,2,0.5,Economy,1994,Non-sedan,White,1638.3,64.39909297,Married,150000,8.5,NaN,NaN,NaN,10,10,36,543,232,186,510,783,597,324,384,127,924,794,587,874,755,211,724,109,225,182,169,137,532,180,352,929,810,503,388,417,827,1617,24,544,511,728.3,730,730,725,22.5,665,1476,725,355,1006,56.91609977,-0.420857459,-1.153238654,1.221299529,2
1222,Female,39,Dayton OH,Midwest,White Collar,18,3,0.5,Economy,1995,Sedan,White,1625.6,54.42176871,Married,150000,7,NaN,NaN,NaN,8,4,36,561,251,205,513,801,596,308,392,133,889,761,576,865,748,227,767,103,239,197,178,144,539,186,385,1005,798,500,422,439,884,1655,10,604,590,741.6,744,742,739,24,710,1560,720,351,1035,65.30612245,-0.091651171,-0.979846001,-0.118333295,2
1223,Male,49,Dayton OH,Midwest,Management,16,1,2.5,Economy,1990,Sedan,White,1955.8,97.50566893,Married,NaN,13,38,38,34,NaN,NaN,NaN,661,245,218,580,890,672,362,444,145,1007,NaN,652,1012,846,258,884,132,289,213,222,157,587,213,431,1108,946,595,472,501,1013,1922,18.5,647,660,842.3,844,839,844,15,723,1832,993,459,1123,95.46485261,1.340857506,-0.742743134,0,NaN
1224,Male,23,Dayton OH,West,White Collar,16,0,2.5,Economy,1985,Sedan,White,1701.8,74.82993197,Single,25000,8.5,40,32,30,NaN,NaN,NaN,599,264,214,528,805,591,314,450,143,927,NaN,597,976,761,249,803,124,258,214,197,159,599,206,369,1000,842,531,457,495,907,1713,16,583,589,764,752,772,768,16,670,1643,810,395,1026,74.14965986,-0.514812291,0.020486938,0,NaN
1225,Female,27,Dayton OH,Midwest,,16,0,8,Economy,1992,Sedan,White,1498.6,47.61904762,Married,70000,6.5,NaN,NaN,NaN,4,2,34,529,226,177,447,697,520,270,341,124,801,681,505,779,660,240,706,115,217,174,168,147,538,186,320,861,693,447,387,392,824,1509,10,500,492,611.3,614,612,608,12,623,1399,557,325,913,45.80498866,-1.979217887,0.111068465,-1.434493542,2
1226,Female,25,Dayton OH,Midwest,White Collar,16,0,10,Economy,1989,Non-sedan,White,1574.8,52.60770975,Single,25000,6.5,NaN,NaN,NaN,6,5,34,557,226,174,456,727,553,282,370,133,844,730,530,838,695,250,730,106,211,187,177,150,551,186,358,947,725,476,400,396,835,1562,10,575,566,688.6,689,689,688,14,564,1489,686,397,912,54.42176871,-0.73067838,-0.278000981,-0.067182586,1
1227,Female,40,Dayton OH,Midwest,White Collar,18,4,2.5,Economy,1989,Non-sedan,White,1778,56.6893424,Married,52500,8,NaN,NaN,NaN,12,10,34,623,238,192,516,801,609,324,373,131,869,751,589,828,815,277,802,119,238,190,190,147,543,196,340,884,886,549,433,408,928,1775,7.5,485,471,764.6,770,754,770,7,573,1576,764,399,1036,57.36961451,1.582539678,-0.965572655,-0.881607413,2
1228,Male,56,Dayton OH,Midwest,,18,4,2.5,Economy,1989,Non-sedan,White,1676.4,108.3900227,Married,37500,10.5,NaN,44,28,NaN,NaN,NaN,644,301,200,525,807,607,325,507,166,1145,NaN,603,1143,707,291,817,130,260,218,188,173,602,201,418,1206,821,539,523,525,927,1708,40,694,705,768.6,775,772,759,30,677,1846,1070,557,945,108.1632653,-0.393450707,2.184288025,0,NaN
1229,Female,64,Dayton OH,South,,12,1,10,Economy,1995,Sedan,White,1663.7,65.75963719,Married,17500,11.5,NaN,NaN,NaN,14,16,36,540,234,193,524,810,617,331,407,136,965,801,596,944,756,186,734,112,249,185,197,148,536,187,392,1052,886,534,386,440,845,1641,20,614,605,779.6,785,776,778,23,738,1530,769,323,1048,66.21315193,0.398089945,0.044089578,1.772282243,2
1230,Male,38,Dayton OH,Midwest,White Collar,12,0,2.5,Economy,1993,<undefined>,White,1765.3,85.26077098,Single,37500,10,44,36,30,NaN,NaN,NaN,614,272,202,542,832,630,340,445,145,1082,NaN,611,1073,753,262,803,124,268,193,194,157,581,204,374,1001,862,536,458,516,926,1735,35,587,585,804,800,805,807,13,645,1679,967,488,1015,85.03401361,-0.104624704,0.586742461,0,NaN
1231,Female,25,Dayton OH,South,,14,0,2.5,Economy,1985,Sedan,White,1676.4,63.49206349,Married,25000,8.5,NaN,NaN,NaN,8,9,36,567,241,192,522,805,613,330,360,138,865,764,590,873,781,230,740,103,248,183,178,148,571,194,399,1021,803,514,391,421,871,1668,8,594,586,737,725,744,742,12,666,1518,692,370,1043,61.67800454,0.581450403,-0.562116086,0.074611507,1
1232,Male,52,Dayton OH,Midwest,Blue Collar,16,2,0.5,Economy,1994,Sedan,White,1905,74.82993197,Married,52500,13,42,34,34,NaN,NaN,NaN,705,287,212,570,886,674,358,432,152,1010,NaN,628,1007,828,314,908,126,279,222,211,155,584,200,370,952,913,580,438,458,1023,1889,7.5,525,515,869.3,867,878,863,5,705,1794,862,417,1124,74.82993197,1.238661408,-0.265532047,0,NaN
1233,Female,24,Dayton OH,Midwest,White Collar,16,0,2.5,Economy,1998,Sedan,White,1701.8,72.56235828,Single,25000,9,NaN,NaN,NaN,12,12,36,586,231,192,521,792,600,329,399,127,957,802,582,894,747,245,789,96,241,198,179,148,544,188,421,1083,798,512,415,410,896,1675,15,644,665,747.3,746,747,749,22,604,1603,869,433,973,73.46938776,-0.053572234,-0.420241624,1.967318654,3
1234,Male,65,Dayton OH,Midwest,,18,2,2.5,Economy,1996,Non-sedan,White,1854.2,87.52834467,Married,NaN,13,44,38,33,NaN,NaN,NaN,619,288,200,546,878,678,346,460,152,1073,NaN,648,1043,836,241,791,126,293,226,218,167,580,193,408,1062,960,586,469,473,921,1815,21.5,587,586,850.3,853,850,848,14,698,1763,977,458,1108,87.3015873,0.989581704,-0.639953077,0,NaN
1235,Female,64,Dayton OH,Midwest,,14,2,10,Economy,1998,Sedan,White,1701.8,76.19047619,Married,NaN,8.5,NaN,NaN,NaN,14,14,42,602,229,201,541,815,614,340,476,144,1041,923,573,943,714,246,780,103,235,186,181,147,545,180,380,1073,897,502,435,441,901,1677,29,584,556,772.6,778,774,766,37,735,1716,938,417,993,76.64399093,0.34668687,-0.086429715,1.239768982,2
1236,Male,65,Dayton OH,Midwest,,14,3,2.5,Economy,1997,Sedan,White,1701.8,68.02721088,Married,37500,10,40,34,30,NaN,NaN,NaN,583,268,194,509,780,586,315,405,128,961,NaN,572,937,742,234,760,NaN,262,212,118,153,576,203,363,963,857,523,444,437,882,1671,15,531,531,769.6,760,780,769,11.5,593,1604,853,406,973,68.70748299,-1.042017817,0.651986122,0,NaN
1237,Female,65,Dayton OH,South,,12,3,2.5,Economy,1997,Sedan,White,1625.6,60.31746032,Married,37500,8,NaN,NaN,NaN,12,7,36,538,231,193,518,779,586,325,399,131,864,758,555,872,729,197,734,114,230,181,184,135,523,189,381,1011,780,500,400,421,832,1591,18.5,592,603,730.3,721,732,738,33.5,711,1530,707,308,1000,60.54421769,-1.35675168,-1.33102107,1.836547494,1
1238,Male,36,Dayton OH,Midwest,,12,1,2.5,Economy,1983,Sedan,White,1701.8,81.63265306,Married,25000,9.5,42,34,31,NaN,NaN,NaN,567,249,208,538,832,624,330,452,146,1079,NaN,588,1075,745,224,777,114,264,203,200,159,571,195,385,1047,815,534,485,467,886,1690,19.5,626,629,777.6,773,786,774,14,697,1669,958,397,1015,85.03401361,-0.873691678,0.780388296,0,NaN
1239,Female,48,Dayton OH,Midwest,White Collar,16,0,5,Economy,1997,Sedan,White,1600.2,74.37641723,Single,37500,8,NaN,NaN,NaN,12,12,34,541,238,228,525,777,549,297,413,144,1055,839,583,988,725,216,740,117,231,199,179,148,553,186,413,1086,801,505,433,454,846,1593,24,639,614,737.3,732,740,740,35,645,1595,885,427,957,75.28344671,-0.57910502,1.149710059,-1.078054667,4
1240,Female,39,Dayton OH,Midwest,White Collar,18,2,8,Economy,1990,Sedan,White,1727.2,74.37641723,Married,90000,8.5,NaN,NaN,NaN,12,14,36,555,237,208,527,803,595,319,377,129,920,787,620,898,792,219,784,111,244,183,188,146,543,184,428,1119,840,535,425,428,887,1704,20.5,668,652,722.6,719,723,726,26.5,788,1595,750,334,1093,75.28344671,0.737425745,-0.463829011,1.323892832,2
1241,Female,51,Dayton OH,Northeast,Management,18,2,2.5,Economy,1998,Sedan,White,1574.8,88.43537415,Married,90000,8,NaN,NaN,NaN,18,20,40,578,244,197,497,754,557,300,438,143,1104,950,583,1008,673,273,738,107,235,190,166,147,560,190,439,1230,865,483,465,460,854,1590,41,650,638,697.6,703,695,695,43,779,1740,975,400,955,87.07482993,-0.045576237,1.970577002,1.426963687,3
1242,Female,44,Dayton OH,South,,14,3,0.5,Economy,1995,Non-sedan,White,1739.9,67.12018141,Married,70000,8,NaN,NaN,NaN,10,12,36,624,240,203,545,838,635,342,416,137,834,745,609,845,786,266,821,112,236,199,179,145,559,194,406,1048,843,529,407,423,936,1741,18,607,612,776,770,774,784,25.5,762,1628,683,363,1080,68.02721088,1.645780206,-0.42951569,-0.188674897,1
1243,Male,44,Dayton OH,South,,21,2,2.5,Economy,1985,Non-sedan,White,1803.4,95.23809524,Married,52500,11,44,36,31,NaN,NaN,NaN,616,283,215,566,875,660,351,475,152,1108,NaN,613,1100,775,240,823,122,280,216,197,163,577,199,387,1053,882,560,477,533,936,1781,33.5,594,598,802,808,800,798,27,624,1752,852,513,1017,92.97052154,0.139337301,0.064016722,0,NaN
1244,Male,58,Dayton OH,Northeast,White Collar,16,3,0.5,Economy,1991,Sedan,White,1879.6,111.1111111,Married,52500,10.5,48,38,33,NaN,NaN,NaN,608,304,230,592,910,680,362,484,153,1202,NaN,654,1154,835,213,781,140,266,211,205,175,602,201,414,1095,990,597,521,535,932,1862,36,630,635,935,933,940,932,9,646,1847,991,445,1098,109.5238095,1.016444325,0.013622035,0,NaN
1245,Male,39,Dayton OH,Midwest,Blue Collar,14,2,2.5,Economy,1990,Sedan,White,1905,79.36507937,Married,37500,10.5,44,36,36,NaN,NaN,NaN,638,265,202,545,860,658,343,442,142,990,NaN,659,994,866,256,837,112,260,210,213,152,560,196,376,998,949,589,447,493,952,1877,15.5,561,559,828.3,825,827,833,7.5,544,1720,880,482,1141,79.36507937,0.816335142,-1.278371572,0,NaN
1246,Female,34,Dayton OH,Midwest,White Collar,18,3,2.5,Economy,1994,Non-sedan,White,1803.4,68.02721088,Married,70000,9.5,NaN,NaN,NaN,10,10,34,605,240,208,551,852,644,343,391,125,915,777,630,905,859,246,811,117,255,192,189,145,551,194,413,1054,896,575,417,436,908,1791,17.5,623,599,760.6,765,758,759,27.5,713,1645,741,356,1122,71.6553288,2.050608158,-0.462798476,-1.090207815,2
1247,Male,46,Dayton OH,South,White Collar,16,0,2.5,Economy,1996,Sedan,White,1854.2,79.36507937,Married,150000,10.5,40,36,33,NaN,NaN,NaN,620,281,215,565,866,651,350,439,145,951,NaN,629,961,835,238,834,123,277,210,205,152,568,195,388,1009,904,577,448,491,954,1828,27.5,605,596,839.3,836,839,843,15.5,705,1701,875,410,1120,79.59183673,-0.081552245,-0.794336677,0,NaN
1248,Male,45,Dayton OH,Foreign,White Collar,21,1,5,Economy,1992,Sedan,White,1879.6,95.23809524,Divorced/Widowed,90000,11.5,42,36,34,NaN,NaN,NaN,643,293,215,572,885,670,357,452,145,1012,NaN,655,1002,858,256,846,125,275,205,198,155,588,206,393,1069,939,603,482,485,965,1873,30,649,650,824.3,825,820,828,28.5,752,1804,978,472,1162,95.91836735,1.695825338,-0.527354121,0,NaN
1249,Female,42,Dayton OH,Foreign,,21,1,5,Economy,1991,Non-sedan,White,1574.8,58.9569161,Married,NaN,7,NaN,NaN,NaN,8,8,34,544,224,182,484,751,569,302,405,126,890,771,572,854,726,227,714,107,224,194,179,140,524,182,376,975,778,495,403,400,825,1576,16,552,586,711.6,710,709,716,30,678,1491,678,332,988,59.41043084,-0.628745854,0.45999983,-0.89369154,2
1250,Female,58,Dayton OH,South,White Collar,16,4,2.5,Economy,1990,Sedan,White,1701.8,75.28344671,Married,70000,10.5,NaN,NaN,NaN,16,16,38,575,254,196,549,840,644,353,399,143,928,788,622,891,745,215,779,116,253,184,192,147,559,189,467,1150,818,527,407,436,896,1686,20,662,675,777.6,777,785,771,27,754,1632,804,374,1016,78.68480726,0.586960435,-0.460125625,-1.236918926,2
1251,Female,52,Dayton OH,South,White Collar,21,1,2.5,Economy,1981,Sedan,White,1676.4,81.63265306,Married,37500,7.5,NaN,NaN,NaN,14,7,38,584,242,185,514,796,611,329,444,145,1065,924,597,985,765,240,766,110,243,195,180,155,554,176,448,1144,939,512,480,385,870,1665,30.5,666,695,738.6,773,735,708,45.5,750,1650,923,375,1035,86.62131519,0.704176307,0.537299573,1.791840911,3
1252,Male,58,Dayton OH,Northeast,,14,0,0.5,Economy,1981,Sedan,White,1587.5,95.23809524,Married,NaN,9.5,48,38,29,NaN,NaN,NaN,562,262,217,531,802,585,314,479,150,1215,NaN,619,1124,703,231,753,130,255,212,195,152,565,200,387,1123,859,522,466,552,850,1644,32.5,644,672,735.6,733,735,739,13.5,714,1737,1029,451,970,94.55782313,-1.347396255,2.849705696,0,NaN
1253,Female,45,Dayton OH,Midwest,White Collar,14,0,2.5,Economy,1990,Sedan,White,1752.6,81.63265306,Married,70000,9.5,NaN,NaN,NaN,10,16,36,621,259,182,520,812,630,338,390,141,948,830,609,921,784,269,781,115,243,185,189,148,573,197,463,1139,847,534,443,423,907,1728,28,664,671,785.6,783,793,781,25.5,750,1660,814,352,1067,81.63265306,0.78978312,-0.825402081,1.992830276,1
1254,Female,45,Dayton OH,Midwest,,18,1,2.5,Economy,1988,Sedan,White,1651,58.9569161,Married,NaN,7,NaN,NaN,NaN,12,12,38,569,220,178,496,772,594,318,363,132,922,764,609,835,777,235,749,111,227,174,174,149,546,190,402,1030,823,515,385,412,858,1660,10.5,579,561,741.6,737,745,743,23,715,1538,699,345,1052,58.27664399,0.512471139,-0.007335875,-1.51949954,2
1255,Male,35,Dayton OH,Midwest,,18,2,8,Economy,1989,Non-sedan,White,1879.6,83.90022676,Married,NaN,10.5,42,34,34,NaN,NaN,NaN,641,291,208,567,860,652,359,462,138,993,NaN,667,1029,854,252,844,127,267,218,195,153,557,200,379,1059,911,595,450,490,977,1889,13,631,628,866.6,864,869,867,21.5,648,1776,825,450,1101,86.39455782,1.058151007,-0.702407479,0,NaN
1256,Male,48,Dayton OH,West,,18,4,8,Economy,1990,Sedan,White,1778,89.34240363,Married,37500,11,44,34,32,NaN,NaN,NaN,625,281,229,578,857,628,349,474,142,1052,NaN,605,1069,787,262,859,124,277,221,194,153,582,202,403,1062,838,563,479,526,968,1779,15.5,653,641,767.3,760,769,773,13,622,1726,849,452,1035,89.79591837,-0.047036979,0.11073523,0,NaN
1257,Male,44,Dayton OH,Midwest,White Collar,18,4,5,Economy,1994,Non-sedan,White,1778,74.82993197,Divorced/Widowed,70000,12,42,33,31,NaN,NaN,NaN,611,287,193,535,831,638,342,435,139,1017,NaN,613,997,756,248,821,122,278,211,212,154,565,202,377,1016,819,537,453,481,935,1754,12,576,578,803,798,799,812,11,667,1679,865,416,1038,76.8707483,-0.124542207,0.064222008,0,NaN
1258,Male,45,Dayton OH,Midwest,Blue Collar,12,NaN,5,Economy,1989,Sedan,White,1778,72.56235828,Single,NaN,9.5,42,33,32,NaN,NaN,NaN,593,265,195,524,817,622,329,434,148,969,NaN,612,982,793,235,776,122,262,211,203,160,576,197,344,968,846,548,474,462,888,1736,25.5,550,550,808.3,806,814,805,15,602,1627,872,455,1044,72.78911565,-0.155350238,0.063498117,0,NaN
1259,Male,47,Dayton OH,Midwest,White Collar,16,2,5,Luxury,2000,Sedan,,1905,126.984127,Married,90000,12.5,44,42,34,NaN,NaN,NaN,609,311,226,612,942,716,386,499,143,1155,NaN,691,1184,828,219,814,141,282,225,221,156,611,215,444,1250,933,616,469,560,953,1901,30.5,730,730,901.6,904,896,905,29.5,790,1908,1151,505,1123,123.1292517,1.655686736,0.022152295,0,NaN
